     Orden	Frec.absoluta 	 Frec.normalizada 
   776.	riesgo	   17,271	   113.20
   777.	fácil	   17,205	   112.77
   778.	diferencia	   17,178	   112.59
   779.	cultural	   17,164	   112.50
   780.	libros	   17,146	   112.38
   781.	práctica	   17,142	   112.36
   782.	mayo 	   17,123	   112.23
   783.	nuestras	   17,121	   112.22
   784.	programas 	   17,118	   112.20
   785.	memoria 	   17,083	   111.97
   786.	llegado	   17,052	   111.77
   787.	plazo	   16,976	   111.27
   788.	expresión	   16,966	   111.20
   789.	diciembre	   16,954	   111.13
   790.	mantener 	   16,948	   111.09
   791.	enero	   16,929	   110.96
   792.	volver	   16,898	   110.76
   793.	cuadro 	   16,891	   110.71
   794.	producto	   16,851	   110.45
   795.	produce 	   16,845	   110.41
   796.	europea 	   16,842	   110.39
   797.	conciencia	   16,829	   110.31
   798.	tenían	   16,811	   110.19
   799.	atrás	   16,786	   110.03
   800.	felipe	   16,782	   110.00
   801.	creación	   16,777	   109.97
   802.	chile	   16,768	   109.91
   803.	precio	   16,767	   109.90
   804.	película	   16,761	   109.86
   805.	puerto	   16,749	   109.78
   806.	fuego	   16,685	   109.36
   807.	cuestión	   16,666	   109.24
   808.	pasó 	   16,644	   109.09
   809.	costa	   16,638	   109.05
   810.	supuesto 	   16,637	   109.05
   811.	local	   16,607	   108.85
   812.	habla	   16,597	   108.79
   813.	aspectos 	   16,569	   108.60
   814.	cuba 	   16,565	   108.58
   815.	sala	   16,524	   108.31
   816.	cámara 	   16,523	   108.30
   817.	vuelta	   16,521	   108.29
   818.	vía	   16,508	   108.20
   819.	mirada 	   16,481	   108.03
   820.	mejores 	   16,443	   107.78
   821.	informe	   16,436	   107.73
   822.	unidad	   16,427	   107.67
   823.	distintos	   16,415	   107.59
   824.	suerte	   16,390	   107.43
   825.	tales	   16,386	   107.40
   826.	mira	   16,334	   107.06
   827.	llamado 	   16,312	   106.92
   828.	técnica	   16,308	   106.89
   829.	título	   16,308	   106.89
   830.	s	   16,293	   106.79
   831.	principios	   16,282	   106.72
   832.	octubre	   16,228	   106.37
   833.	volvió	   16,207	   106.23
   834.	período	   16,199	   106.18
   835.	g	   16,194	   106.14
   836.	encontrar	   16,166	   105.96
   837.	democracia 	   16,159	   105.92
   838.	aumento 	   16,145	   105.82
   839.	fútbol	   16,137	   105.77
   840.	prueba 	   16,113	   105.61
   841.	consumo  	   16,095	   105.50
   842.	pese 	   16,043	   105.15
   843.	ocasiones 	   16,026	   105.04
   844.	exterior	   15,988	   104.79
   845.	solución	   15,967	   104.66
   846.	u	   15,967	   104.66
   847.	hija	   15,958	   104.60
   848.	sueño 	   15,944	   104.51
   849.	parís	   15,929	   104.41
   850.	capaz 	   15,925	   104.38
   851.	ocasión 	   15,924	   104.37
   852.	industria	   15,902	   104.23
   853.	adelante	   15,900	   104.22
   854.	salida	   15,899	   104.21
   855.	ciencia	   15,885	   104.12
   856.	asunto 	   15,844	   103.85
   857.	asociación	   15,835	   103.79
   858.	puso 	   15,831	   103.77
   859.	intereses	   15,830	   103.76
   860.	oro	   15,811	   103.63
   861.	podrá	   15,804	   103.59
   862.	pregunta	   15,741	   103.18
   863.	oposición	   15,736	   103.14
   864.	entrar	   15,711	   102.98
   865.	señora 	   15,705	   102.94
   866.	señaló	   15,699	   102.90
   867.	santiago	   15,697	   102.89
   868.	dolor	   15,685	   102.81
   869.	zonas 	   15,679	   102.77
   870.	comercio 	   15,637	   102.49
   871.	operación	   15,633	   102.47
   872.	tribunal	   15,609	   102.31
   873.	instituciones	   15,606	   102.29
   874.	temas 	   15,569	   102.05
   875.	militares	   15,566	   102.03
   876.	junio	   15,555	   101.96
   877.	marco 	   15,548	   101.91
   878.	sectores	   15,541	   101.86
   879.	hacerlo	   15,539	   101.85
   880.	aspecto 	   15,528	   101.78
   881.	razones 	   15,527	   101.77
   882.	contenido	   15,481	   101.47
   883.	juicio	   15,481	   101.47
   884.	electoral	   15,465	   101.37
   885.	considera	   15,460	   101.33
   886.	tendrá	   15,431	   101.14
   887.	mucha  	   15,397	   100.92
   888.	voluntad	   15,394	   100.90
   889.	dicen	   15,383	   100.83
   890.	recuerdo	   15,382	   100.82
   891.	socialista	   15,371	   100.75
   892.	área	   15,369	   100.74
   893.	aparece 	   15,367	   100.72
   894.	vio	   15,334	   100.51
   895.	cama 	   15,328	   100.47
   896.	aun 	   15,317	   100.40
   897.	presenta	   15,315	   100.38
   898.	pp	   15,293	   100.24
   899.	revolución	   15,285	   100.19
   900.	busca 	   15,280	   100.15
   901.	abril	   15,278	   100.14
   902.	rodríguez	   15,272	   100.10
   903.	fiscal	   15,265	   100.06
   904.	lópez	   15,245	    99.92
   905.	victoria	   15,241	    99.90
   906.	violencia	   15,235	    99.86
   907.	primeras	   15,226	    99.80
   908.	pequeña 	   15,214	    99.72
   909.	armas 	   15,153	    99.32
   910.	debía	   15,149	    99.29
   911.	ii	   15,123	    99.12
   912.	esfuerzo	   15,109	    99.03
   913.	humana  	   15,107	    99.02
   914.	posibilidades	   15,090	    98.91
   915.	centros	   15,076	    98.82
   916.	profesional	   15,075	    98.81
   917.	asimismo 	   15,048	    98.63
   918.	grado	   15,048	    98.63
   919.	has 	   15,027	    98.50
   920.	toma 	   15,003	    98.34
   921.	distintas	   14,926	    97.83
   922.	material	   14,915	    97.76
   923.	carne	   14,905	    97.70
   924.	llama	   14,903	    97.68
   925.	particular	   14,876	    97.51
   926.	jorge	   14,867	    97.45
   927.	trabajar	   14,837	    97.25
   928.	propuesta 	   14,830	    97.20
   929.	muerto 	   14,816	    97.11
   930.	precios	   14,809	    97.07
   931.	reforma	   14,779	    96.87
   932.	hermano 	   14,736	    96.59
   933.	corte	   14,735	    96.58
   934.	comenzó  	   14,733	    96.57
   935.	etapa	   14,716	    96.46
   936.	obstante	   14,695	    96.32
   937.	pone 	   14,685	    96.25
   938.	diversos	   14,671	    96.16
   939.	visita	   14,660	    96.09
   940.	concepto 	   14,657	    96.07
   941.	pacientes	   14,637	    95.94
   942.	semanas  	   14,603	    95.72
   943.	tipos	   14,592	    95.64
   944.	solamente 	   14,520	    95.17
   945.	deseo 	   14,499	    95.03
   946.	sistemas 	   14,484	    94.94
   947.	encuentran 	   14,482	    94.92
   948.	siguientes	   14,475	    94.88
   949.	martín	   14,429	    94.58
   950.	suficiente	   14,414	    94.48
   951.	marzo 	   14,408	    94.44
   952.	propios	   14,404	    94.41
   953.	jamás 	   14,371	    94.20
   954.	dan 	   14,364	    94.15
   955.	club	   14,359	    94.12
   956.	instituto	   14,354	    94.08
   957.	constitución	   14,299	    93.72
   958.	curso	   14,290	    93.66
   959.	lenguaje	   14,270	    93.53
   960.	estilo	   14,237	    93.32
   961.	rosa	   14,180	    92.94
   962.	imposible	   14,178	    92.93
   963.	pablo	   14,152	    92.76
   964.	buscar 	   14,151	    92.75
   965.	peor	   14,145	    92.71
   966.	piel	   14,128	    92.60
   967.	arriba	   14,085	    92.32
   968.	generales	   14,073	    92.24
   969.	septiembre 	   14,072	    92.24
   970.	blanca	   14,061	    92.16
   971.	r	   14,041	    92.03
   972.	aquellas	   13,996	    91.74
   973.	teoría	   13,935	    91.34
   974.	animales 	   13,916	    91.21
   975.	hicieron	   13,913	    91.19
   976.	larga	   13,908	    91.16
   977.	perdido	   13,890	    91.04
   978.	imágenes 	   13,887	    91.02
   979.	paciente	   13,885	    91.01
   980.	conseguir	   13,871	    90.92
   981.	máximo  	   13,855	    90.81
   982.	noviembre 	   13,848	    90.77
   983.	j	   13,831	    90.66
   984.	líder	   13,830	    90.65
   985.	hospital	   13,823	    90.60
   986.	diversas	   13,816	    90.56
   987.	rafael	   13,804	    90.48
   988.	vuelve	   13,799	    90.45
   989.	destino	   13,783	    90.34
   990.	torno	   13,781	    90.33
   991.	proyectos 	   13,773	    90.28
   992.	flores	   13,763	    90.21
   993.	niveles	   13,759	    90.18
   994.	afirmó	   13,758	    90.18
   995.	explicó	   13,751	    90.13
   996.	n	   13,748	    90.11
   997.	somos  	   13,727	    89.97
   998.	términos	   13,719	    89.92
   999.	premio 	   13,701	    89.80
  1000.	tercera	   13,694	    89.76
  1001.	simple	   13,681	    89.67
  1002.	trabajos	   13,675	    89.63
  1003.	factores	   13,674	    89.63
  1004.	fuente	   13,660	    89.53
  1005.	cielo	   13,644	    89.43
  1006.	ambas  	   13,612	    89.22
  1007.	mismas  	   13,605	    89.17
  1008.	fernández	   13,589	    89.07
  1009.	actualmente 	   13,587	    89.06
  1010.	conocido 	   13,575	    88.98
  1011.	condición	   13,573	    88.96
  1012.	ejercicio	   13,542	    88.76
  1013.	cree	   13,521	    88.62
  1014.	par	   13,516	    88.59
  1015.	ocurre	   13,510	    88.55
  1016.	ti	   13,509	    88.54
  1017.	espíritu	   13,491	    88.43
  1018.	lengua	   13,488	    88.41
  1019.	responsabilidad	   13,471	    88.30
  1020.	digo	   13,455	    88.19
  1021.	pérez	   13,455	    88.19
  1022.	distancia	   13,446	    88.13
  1023.	organismo 	   13,422	    87.97
  1024.	cruz	   13,396	    87.80
  1025.	evolución	   13,376	    87.67
  1026.	realmente 	   13,374	    87.66
  1027.	alberto	   13,371	    87.64
  1028.	francés	   13,368	    87.62
  1029.	novela	   13,361	    87.57
  1030.	alma 	   13,357	    87.55
  1031.	doble	   13,353	    87.52
  1032.	anteriores	   13,350	    87.50
  1033.	obtener	   13,347	    87.48
  1034.	dije	   13,346	    87.48
  1035.	selección	   13,345	    87.47
  1036.	podido	   13,335	    87.40
  1037.	nación	   13,332	    87.38
  1038.	ido	   13,331	    87.38
  1039.	crear	   13,289	    87.10
  1040.	motivo	   13,285	    87.08
  1041.	tercer	   13,284	    87.07
  1042.	detrás	   13,283	    87.06
  1043.	significa	   13,261	    86.92
  1044.	empleo 	   13,252	    86.86
  1045.	escrito	   13,247	    86.83
  1046.	departamento 	   13,232	    86.73
  1047.	contacto	   13,227	    86.70
  1048.	casas 	   13,203	    86.54
  1049.	red	   13,203	    86.54
  1050.	rostro	   13,200	    86.52
  1051.	oportunidad	   13,103	    85.88
  1052.	procesos 	   13,098	    85.85
  1053.	terreno	   13,097	    85.84
  1054.	daba 	   13,096	    85.84
  1055.	calles	   13,077	    85.71
  1056.	lista	   13,060	    85.60
  1057.	nacionales	   13,060	    85.60
  1058.	funciones	   13,057	    85.58
  1059.	leyes	   13,046	    85.51
  1060.	acceso 	   13,025	    85.37
  1061.	técnico	   13,022	    85.35
  1062.	visión	   13,008	    85.26
  1063.	preguntó	   12,997	    85.19
  1064.	jesús	   12,989	    85.14
  1065.	grave	   12,988	    85.13
  1066.	tenga	   12,953	    84.90
  1067.	lunes	   12,951	    84.89
  1068.	aplicación	   12,947	    84.86
  1069.	junta	   12,909	    84.61
  1070.	lugares	   12,907	    84.60
  1071.	verano	   12,897	    84.53
  1072.	capítulo	   12,887	    84.47
  1073.	éstos	   12,881	    84.43
  1074.	pensamiento 	   12,873	    84.38
  1075.	york	   12,832	    84.11
  1076.	frecuencia	   12,826	    84.07
  1077.	gestión	   12,826	    84.07
  1078.	viernes	   12,790	    83.83
  1079.	javier	   12,777	    83.75
  1080.	sitio	   12,776	    83.74
  1081.	agosto 	   12,771	    83.71
  1082.	propiedad	   12,768	    83.69
  1083.	profesionales	   12,765	    83.67
  1084.	últimas	   12,764	    83.66
  1085.	gusta	   12,748	    83.56
  1086.	objetivos	   12,745	    83.54
  1087.	movimientos 	   12,700	    83.24
  1088.	alcalde	   12,693	    83.20
  1089.	ejecutivo	   12,680	    83.11
  1090.	ciudadanos 	   12,676	    83.08
  1091.	necesidades 	   12,673	    83.06
  1092.	exposición	   12,660	    82.98
  1093.	término	   12,645	    82.88
  1094.	veinte	   12,600	    82.59
  1095.	cuál	   12,596	    82.56
  1096.	clara	   12,595	    82.55
  1097.	altura	   12,585	    82.49
  1098.	pequeños 	   12,578	    82.44
  1099.	presión	   12,570	    82.39
  1100.	moral	   12,560	    82.32
  1101.	lograr	   12,559	    82.32
  1102.	comité 	   12,519	    82.06
  1103.	teléfono	   12,510	    82.00
  1104.	asuntos 	   12,508	    81.98
  1105.	peligro	   12,498	    81.92
  1106.	escena 	   12,475	    81.77
  1107.	gusto	   12,470	    81.73
  1108.	palacio	   12,470	    81.73
  1109.	hotel	   12,446	    81.58
  1110.	colombia 	   12,430	    81.47
  1111.	aseguró 	   12,427	    81.45
  1112.	isla	   12,420	    81.41
  1113.	guardia	   12,415	    81.37
  1114.	confianza	   12,409	    81.33
  1115.	ciudades 	   12,398	    81.26
  1116.	esperar	   12,392	    81.22
  1117.	café	   12,353	    80.97
  1118.	demanda  	   12,349	    80.94
  1119.	personajes 	   12,330	    80.82
  1120.	directamente 	   12,323	    80.77
  1121.	salió	   12,317	    80.73
  1122.	discurso	   12,310	    80.69
  1123.	sánchez 	   12,310	    80.69
  1124.	representantes	   12,292	    80.57
  1125.	normal 	   12,289	    80.55
  1126.	pena 	   12,272	    80.44
  1127.	jugadores	   12,257	    80.34
  1128.	supone 	   12,231	    80.17
  1129.	industrial	   12,220	    80.10
  1130.	referencia	   12,205	    80.00
  1131.	febrero	   12,200	    79.96
  1132.	entender	   12,195	    79.93
  1133.	esté	   12,191	    79.91
  1134.	física	   12,184	    79.86
  1135.	dejado	   12,174	    79.79
  1136.	alimentos	   12,172	    79.78
  1137.	pies	   12,169	    79.76
  1138.	doña 	   12,159	    79.70
  1139.	protección	   12,149	    79.63
  1140.	autores	   12,131	    79.51
  1141.	marido 	   12,108	    79.36
  1142.	podrían	   12,106	    79.35
  1143.	llamada 	   12,090	    79.24
  1144.	brazos 	   12,083	    79.20
  1145.	intervención	   12,079	    79.17
  1146.	sal	   12,076	    79.15
  1147.	páginas 	   12,072	    79.13
  1148.	nueve 	   12,053	    79.00
  1149.	pueblos 	   12,048	    78.97
  1150.	temporada 	   12,035	    78.88
  1151.	tus	   12,019	    78.78
  1152.	abajo	   11,985	    78.56
  1153.	aquello	   11,983	    78.54
  1154.	maestro 	   11,975	    78.49
  1155.	internacionales	   11,974	    78.48
  1156.	técnicas	   11,968	    78.44
  1157.	estás	   11,947	    78.31
  1158.	esposa 	   11,922	    78.14
  1159.	crítica	   11,908	    78.05
  1160.	totalmente	   11,894	    77.96
  1161.	perder	   11,890	    77.93
  1162.	venta	   11,882	    77.88
  1163.	finales	   11,874	    77.83
  1164.	ramón 	   11,856	    77.71
  1165.	contar	   11,855	    77.70
  1166.	diferencias	   11,842	    77.62
  1167.	familiar	   11,842	    77.62
  1168.	martínez	   11,842	    77.62
  1169.	kilómetros	   11,837	    77.59
  1170.	mala 	   11,835	    77.57
  1171.	fundamental 	   11,820	    77.47
  1172.	enorme 	   11,815	    77.44
  1173.	puedan 	   11,815	    77.44
  1174.	líneas	   11,802	    77.36
  1175.	ofrece	   11,794	    77.30
  1176.	comercial	   11,790	    77.28
  1177.	pan 	   11,785	    77.24
  1178.	aires	   11,781	    77.22
  1179.	profesor	   11,775	    77.18
  1180.	inversión	   11,752	    77.03
  1181.	municipal	   11,750	    77.01
  1182.	declaraciones	   11,735	    76.92
  1183.	funcionarios	   11,734	    76.91
  1184.	aguas 	   11,732	    76.90
  1185.	responsable 	   11,731	    76.89
  1186.	sábado 	   11,715	    76.79
  1187.	alguno	   11,712	    76.77
  1188.	federal	   11,712	    76.77
  1189.	señala	   11,673	    76.51
  1190.	conflicto	   11,672	    76.50
  1191.	dicha	   11,660	    76.42
  1192.	efe	   11,660	    76.42
  1193.	dirigentes	   11,645	    76.33
  1194.	cambiar 	   11,644	    76.32
  1195.	superficie	   11,632	    76.24
  1196.	necesita	   11,627	    76.21
  1197.	estudiantes	   11,601	    76.04
  1198.	tantos	   11,601	    76.04
  1199.	golpe	   11,569	    75.83
  1200.	públicos	   11,563	    75.79
  1201.	públicas	   11,561	    75.78
  1202.	equipos 	   11,555	    75.74
  1203.	literatura	   11,517	    75.49
  1204.	pruebas 	   11,502	    75.39
  1205.	alemania 	   11,499	    75.37
  1206.	circunstancias	   11,479	    75.24
  1207.	tienes	   11,471	    75.19
  1208.	documento  	   11,468	    75.17
  1209.	fiesta	   11,448	    75.04
  1210.	simplemente 	   11,448	    75.04
  1211.	enrique	   11,443	    75.00
  1212.	aceite	   11,431	    74.92
  1213.	establecer	   11,431	    74.92
  1214.	médicos 	   11,416	    74.83
  1215.	eres	   11,414	    74.81
  1216.	locales	   11,407	    74.77
  1217.	empezó  	   11,400	    74.72
  1218.	pobre	   11,397	    74.70
  1219.	debería	   11,391	    74.66
  1220.	llevó	   11,389	    74.65
  1221.	parlamento 	   11,362	    74.47
  1222.	territorio	   11,351	    74.40
  1223.	sale	   11,346	    74.37
  1224.	treinta	   11,345	    74.36
